origin,destination,num,year
Afghanistan,Egypt,154.0,2000
Afghanistan,Libya,236.0,2000
Afghanistan,Namibia,58.0,2000
Afghanistan,South Africa,30.0,2000
Afghanistan,Tajikistan,17118.0,2000
Afghanistan,Malaysia,44.0,2000
Afghanistan,Philippines,781.0,2000
Afghanistan,Thailand,20.0,2000
Afghanistan,India,9892.0,2000
Afghanistan,Iran (Islamic Republic of),2087864.0,2000
Afghanistan,Pakistan,2009687.0,2000
Afghanistan,Sri Lanka,31.0,2000
Afghanistan,Azerbaijan,224.0,2000
Afghanistan,Bahrain,258.0,2000
Afghanistan,Cyprus,4.0,2000
Afghanistan,Iraq,269.0,2000
Afghanistan,Israel,2790.0,2000
Afghanistan,Jordan,76.0,2000
Afghanistan,Kuwait,1219.0,2000
Afghanistan,Qatar,388.0,2000
Afghanistan,Saudi Arabia,175068.0,2000
Afghanistan,Syrian Arab Republic,172.0,2000
Afghanistan,Turkey,9020.0,2000
Afghanistan,United Arab Emirates,2668.0,2000
Afghanistan,Belarus,292.0,2000
Afghanistan,Bulgaria,223.0,2000
Afghanistan,Czech Republic,103.0,2000
Afghanistan,Hungary,532.0,2000
Afghanistan,Poland,160.0,2000
Afghanistan,Russian Federation,11486.0,2000
Afghanistan,Slovakia,99.0,2000
Afghanistan,Ukraine,2416.0,2000
Afghanistan,Denmark,2941.0,2000
Afghanistan,Finland,284.0,2000
Afghanistan,Iceland,1.0,2000
Afghanistan,Ireland,173.0,2000
Afghanistan,Latvia,24.0,2000
Afghanistan,Lithuania,35.0,2000
Afghanistan,Norway,638.0,2000
Afghanistan,Sweden,4287.0,2000
Afghanistan,United Kingdom of Great Britain and Northern Ireland,14382.0,2000
Afghanistan,Greece,331.0,2000
Afghanistan,Italy,201.0,2000
Afghanistan,Slovenia,4.0,2000
Afghanistan,Spain,455.0,2000
Afghanistan,Austria,5966.0,2000
Afghanistan,Belgium,29.0,2000
Afghanistan,France,3563.0,2000
Afghanistan,Germany,69794.0,2000
Afghanistan,Netherlands,19683.0,2000
Afghanistan,Switzerland,2740.0,2000
Afghanistan,Costa Rica,3.0,2000
Afghanistan,Nicaragua,37.0,2000
Afghanistan,Argentina,20.0,2000
Afghanistan,Chile,15.0,2000
Afghanistan,Colombia,101.0,2000
Afghanistan,Ecuador,23.0,2000
Afghanistan,Canada,22359.0,2000
Afghanistan,United States of America,45195.0,2000
Afghanistan,Australia,12590.0,2000
Afghanistan,New Zealand,714.0,2000
Albania,Egypt,88.0,2000
Albania,Libya,223.0,2000
Albania,South Africa,68.0,2000
Albania,Philippines,582.0,2000
Albania,Cyprus,126.0,2000
Albania,Turkey,3086.0,2000
Albania,Bulgaria,528.0,2000
Albania,Czech Republic,88.0,2000
Albania,Hungary,129.0,2000
Albania,Poland,60.0,2000
Albania,Romania,639.0,2000
Albania,Russian Federation,915.0,2000
Albania,Slovakia,60.0,2000
Albania,Denmark,84.0,2000
Albania,Finland,34.0,2000
Albania,Iceland,20.0,2000
Albania,Ireland,346.0,2000
Albania,Latvia,8.0,2000
Albania,Norway,149.0,2000
Albania,Sweden,374.0,2000
Albania,United Kingdom of Great Britain and Northern Ireland,2227.0,2000
Albania,Croatia,157.0,2000
Albania,Greece,400253.0,2000
Albania,Italy,274408.0,2000
Albania,Malta,48.0,2000
Albania,Portugal,40.0,2000
Albania,San Marino,31.0,2000
Albania,Serbia,495.0,2000
Albania,Slovenia,89.0,2000
Albania,Spain,712.0,2000
Albania,The former Yugoslav Republic of Macedonia,69367.0,2000
Albania,Austria,2177.0,2000
Albania,Belgium,1306.0,2000
